title,latitude,longitude,description
McDonald's,40.81614949,-73.91671118,1625 Webster Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.84176233,-73.90473415,1540 Westchester Ave<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.82839524,-73.87800625,5804 Clarendon Rd<br>http://www.mcdonalds.com/wireless.html
McDonald's,40.64467081,-73.92164917,180 Parkside Ave<br>http://www.mcdonalds.com/wireless.html
Starbucks,40.65472112,-73.96162992,112 Montague Street<br>http://www.starbucks.com
Starbucks,40.69475317,-73.99503516,480 Forest Ave<br>http://www.starbucks.com
Starbucks,40.63025344,-74.10629963,1756 Forest Avenue<br>http://www.starbucks.com
Starbucks,40.62497512,-74.14745703,61-51 188th Street<br>http://www.starbucks.com
Starbucks,40.73951414,-73.78556022,138-11 20th Avenue<br>http://www.starbucks.com
Starbucks,40.78202196,-73.82983625,215-29 Northern Blvd.<br>http://www.starbucks.com
Starbucks,40.76068522,-73.76643525,46-09 Queens Blvd.<br>http://www.starbucks.com
Starbucks,40.74328558,-73.9184737,242-02 61st Avenue<br>http://www.starbucks.com
Starbucks,40.75452971,-73.73781078,157-41 Cross Bay Blvd.<br>http://www.starbucks.com
Starbucks,40.6614416,-73.84008126,455 Main Street<br>http://www.starbucks.com
Starbucks,40.75896662,-73.95302194,1515 York Avenue<br>http://www.starbucks.com
Starbucks,40.77243355,-73.95019983,40-50 W 225th St<br>http://www.starbucks.com
Cafeteria 61,40.87278561,-73.90761056,61 5th Ave<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.7507679,-73.98929544,395 FLATBUSH AVE EXTEN<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.6891275,-73.98067439,904 MANHATTAN AVE & GREENPOINT<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.73036528,-73.95407067,79 W 125TH ST<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.80772559,-73.94492814,1388 HYLAN BLVD<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.59464922,-74.08609862,1509 SHEEPSHEAD BAY RD<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.58736509,-73.95366288,87-84 SUTPHIN BLVD<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.70490463,-73.80946026,1660 RICHMOND AVE<br>http://www.mcdonalds.com/wireless.html
McDonalds,40.60776274,-74.16288643,166-30 JAMAICA AVE<br>http://www.mcdonalds.com/wireless.html
Starbucks,40.70604769,-73.79292577,405 Broadway<br>http://www.starbucks.com
Starbucks,40.71893262,-74.002559,345 Hudson St.<br>http://www.starbucks.com
Starbucks,40.72768896,-74.00763948,518 Hudson Street<br>http://www.starbucks.com
Starbucks,40.73367828,-74.00609828,4 W. 21st Street<br>http://www.starbucks.com
Starbucks,40.74051783,-73.99148732,164 Smith Street<br>http://www.starbucks.com
Starbucks,40.68623854,-73.99095729,373 5th Avenue<br>http://www.starbucks.com
Starbucks,40.74911647,-73.98379017,910 Manhattan Avenue<br>http://www.starbucks.com
Starbucks,40.73052685,-73.95412749,1602 Broadway<br>http://www.starbucks.com
Starbucks,40.76029583,-73.98439137,1889 Broadway<br>http://www.starbucks.com
Starbucks,40.77127448,-73.98250826,1261 Lexington Avenue<br>http://www.starbucks.com
Starbucks,40.77853335,-73.95601711,514 86th Street<br>http://www.starbucks.com
Starbucks,40.62107497,-74.02595055,2655 Richmond Avenue<br>http://www.starbucks.com
220 E. 42nd Street,40.58176902,-74.16600605,220 E. 42nd Street<br>http://www.equinoxfitness.com/
Equinox 104 - 3rd Ave. @ 85th,40.79194517,-73.97426753,205 East 85th Street<br>http://www.equinoxfitness.com/
Equinox 105 - Lexington Ave @ 63rd,40.77815691,-73.95401517,140 East 63rd Street<br>http://www.equinoxfitness.com/
Equinox 111 - Murray @ W. Broadway,40.76439821,-73.96619917,54 Murray Street<br>http://www.equinoxfitness.com/
Equinox 112 - Greenwhich Ave,40.71359431,-74.00946857,97 Greenwhich Avenue<br>http://www.equinoxfitness.com/
Equinox 113 - Columbus Circle @ 60th,40.73750203,-74.00204411,10 Columbus Circle<br>http://www.equinoxfitness.com/
Equinox 130 - Brooklyn Heights,40.7685009,-73.98307635,194 Joralemon<br>http://www.equinoxfitness.com/
Gourmet Food,40.69247114,-73.99146641,707 Lexington Ave<br>https://www.hertz.com/rentacar/index.jsp?bsc=t&targetPage=reservationOnHomepage.jsp
Starbucks,40.65940865,-73.80503584,6 Metro Tech<br>http://www.starbucks.com
Starbucks,40.69469288,-73.98679464,67 Front Street<br>http://www.starbucks.com
Starbucks,40.70270632,-73.99092763,1 Penn Plaza<br>http://www.starbucks.com
Rosa's Pizza,40.75095599,-73.99170605,168 W 27th Street<br>http://www.queenslibrary.org/
NYC Public Library - 58th  St  Branch,40.75780927,-73.9393049,127 E 58 Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - 96th  St  Branch,40.76223214,-73.96932375,112 E 96 Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Epiphany  Branch,40.78595766,-73.95180829,228 E 23rd  Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Bloomingdale Branch,40.73807888,-73.98205276,150 West 100th Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Terence Cardinal Cooke-Cathedral Branch,40.79591937,-73.96784906,560 Lexington Avenue<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Kips Bay Branch,40.75677922,-73.97247884,446 Third Avenue<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Morningside Heights  Branch,40.74382852,-73.97993403,2900 Broadway<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Muhlenberg  Branch,40.80609459,-73.96472825,209 West 23rd Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Mulberry Branch,40.74451174,-73.99595984,10 Jersey Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Riverside  Branch,40.72406602,-73.99572223,127 Amsterdam Avenue<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library -Webster  Branch,40.77419594,-73.9842286,1465 York Avenue<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library - Yorkville  Branch,40.77065375,-73.95135003,222 East 79th Street<br>http://www.nypl.org/branch/services/wifi.html
NYC Public Library- Humanities and Social Sciences Library,40.77360549,-73.95640656,Fifth  Avenue and 42nd Street<br>http://www.nypl.org/research/chss/
NYC Public Library - Andrew Heiskell Braille & Talking Book Library,40.75317061,-73.98216942,40 West 20th Street<br>http://talkingbooks.nypl.org/
NYC PublicLibrary - Science,40.74046668,-73.99335264,188 Madison Avenue<br>http://www.nypl.org/research/sibl/
Columbia University Library,40.74824402,-73.98297628,535 W 114th Street<br>http://www.columbia.edu/cu/lweb/
St John's University Davis Library,40.80636934,-73.96318905,101 Murray Street<br>http://www.stjohns.edu/academics/libraries/campus/davis
Community Access - Davidson Avenue,40.71543433,-74.01263534,1750 Davidson Avenue<br>https://auth.nycwireless.net/hotspots_map.php
Community Access - East 2nd Street,40.84818006,-73.91285628,29 East 2nd Street<br>https://auth.nycwireless.net/hotspots_map.php
Community Access - Gouverneur Court,40.72493783,-73.99077522,621 Water Street<br>https://auth.nycwireless.net/hotspots_map.php
Coomunity Access - Rev James A. Polite Avenue,40.71109376,-73.98359268,1022 Rev James  A Polite Avenue<br>https://auth.nycwireless.net/hotspots_map.php
Community Access -Tinton Avenue,40.82407459,-73.89866364,1189 Tinton Avenue<br>https://auth.nycwireless.net/hotspots_map.php
Aroma Espresso Bar,40.82897583,-73.90069926,145 Greene St<br>http://www.openwifispots.com/spot_free_wifi_wireless_hotspot_Aroma_Espresso_Bar_New_York_NY_6071.aspx
Associated Supermarket,40.72619536,-73.99895972,225 W 57th Street<br>http://www.openwifispots.com/citylist_free_wifi_wireless_hotspot-New_York_NY.aspx
New Work City,40.76647975,-73.98126403,200 Varick Street Room 578<br>http://www.nwcny.com/
Panera Bread,40.72825798,-74.00479307,340 Baychester Avenue<br>http://www.panerabread.com/cafes/results.php?NAV=2&state=NY&zip=&city=&address=&radius=10&action=searchwifi
Panera Bread,40.86769903,-73.82863628,25441 Horace Harding Expressway<br>http://www.panerabread.com/cafes/results.php?NAV=2&state=NY&zip=&city=&address=&radius=10&action=searchwifi
Panera Bread,40.76493217,-73.72606141,280 Marsh Avenue<br>http://www.panerabread.com/cafes/results.php?NAV=2&state=NY&zip=&city=&address=&radius=10&action=searchwifi
Panera Bread,40.57714882,-74.16406543,7325 Woodhaven Boulevard<br>http://www.panerabread.com/cafes/results.php?NAV=2&state=NY&zip=&city=&address=&radius=10&action=searchwifi
